#Note: Ir93a has been added manually (via blat) to this annotation (haven't actually checked for frameshifts or ptcs there, just assumed zero)
#gene	isoform	chr	start	end	strand	numCodons	numFrameshifts	numPremStop
FBgn0037164	FBtr0078504	3L	21979120	21980360	+	341	0	0
FBgn0037165	FBtr0078505	3L	21981261	21982258	+	305	0	0
FBgn0037166	FBtr0078506	3L	21983011	21985971	+	340	0	0
FBgn0037168	FBtr0078545	3L	22015946	22018186	-	583	0	0
FBgn0037169	FBtr0078513	3L	22060083	22060954	+	189	0	0
FBgn0037170	FBtr0078514	3L	22061841	22063615	+	516	0	0
FBgn0037172	FBtr0078515	3L	22106496	22107311	+	145	0	0
FBgn0053766	FBtr0091767	3L	22140515	22141111	+	178	0	0
FBgn0053767	FBtr0091768	3L	22141181	22142057	+	188	0	0
FBgn0053768	FBtr0091769	3L	22142066	22142618	+	167	1	0
FBgn0053769	FBtr0091770	3L	22142803	22143390	+	179	1	0
FBgn0053770	FBtr0290125	3L	22143535	22144151	+	185	0	0
FBgn0053771	FBtr0303713	3L	22144259	22144852	+	178	0	0
FBgn0053772	FBtr0303714	3L	22146808	22147477	-	185	0	0
FBgn0037174	FBtr0100669	3L	22164947	22175332	+	271	0	0
FBgn0037175	FBtr0078543	3L	22181827	22182572	-	200	0	0
FBgn0037176	FBtr0289975	3L	22182835	22183756	+	213	0	0
FBgn0037177	FBtr0078542	3L	22187154	22188006	-	120	0	0
FBgn0037178	FBtr0078541	3L	22188824	22189389	-	117	0	0
FBgn0052453	FBtr0078521	3L	22192833	22193269	+	120	0	0
FBgn0037181	FBtr0078522	3L	22209297	22210832	+	346	0	1
FBgn0037182	FBtr0078539	3L	22211630	22214880	-	552	0	0
FBgn0052452	FBtr0078523	3L	22215023	22217024	+	574	0	0
FBgn0037183	FBtr0078538	3L	22217956	22218734	-	264	2	0
FBgn0016034	FBtr0089631	3L	22221383	22223402	+	462	1	1
FBgn0037184	FBtr0078537	3L	22223490	22224996	-	372	0	0
FBgn0037185	FBtr0078528	3L	22225332	22230727	+	362	0	0
FBgn0260481	FBtr0078529	3L	22227059	22228885	+	534	0	0
FBgn0037186	FBtr0113188	3L	22230430	22235677	-	518	0	0
FBgn0010830	FBtr0078535	3L	22235860	22238701	-	585	0	0
FBgn0037188	FBtr0078530	3L	22239396	22245232	+	680	0	0
FBgn0037191	FBtr0078534	3L	22282252	22283072	+	205	0	0
FBgn0037195	FBtr0078546	3L	22315232	22316664	+	196	0	0
FBgn0052459	FBtr0078578	3L	22335394	22336871	-	355	0	0
FBgn0037197	FBtr0078548	3L	22341412	22342065	+	152	0	0
FBgn0053169	FBtr0078549	3L	22344285	22344928	+	58	0	0
FBgn0037199	FBtr0078577	3L	22346893	22347655	-	166	0	0
FBgn0010348	FBtr0078573	3L	22347784	22351606	-	182	0	0
FBgn0037200	FBtr0078552	3L	22351584	22353114	+	439	0	0
FBgn0044324	FBtr0078568	3L	22353090	22358164	-	926	0	0
FBgn0037202	FBtr0078554	3L	22358489	22360365	+	438	0	0
FBgn0037204	FBtr0078558	3L	22379250	22380418	+	229	0	0
FBgn0037205	FBtr0078559	3L	22382275	22385778	+	1059	0	0
FBgn0037206	FBtr0078560	3L	22391409	22405172	+	429	0	0
FBgn0052461	FBtr0078567	3L	22435766	22436683	-	252	0	2
FBgn0024733	FBtr0299870	3L	22531391	22533139	-	218	0	0
FBgn0053217	FBtr0070045	3L	22552123	22556774	+	699	0	0
FBgn0058298	FBtr0111169	3L	23113685	23114756	+	359	0	0
FBgn0037213	FBtr0078962	3R	810	11511	+	665	0	0
FBgn0000500	FBtr0078989	3R	16055	16858	-	141	0	0
FBgn0037218	FBtr0078965	3R	31243	45630	+	1165	0	0
FBgn0051516	FBtr0078987	3R	37601	39143	-	248	0	0
FBgn0261436	FBtr0078986	3R	45487	47357	-	448	0	0
FBgn0037220	FBtr0078985	3R	48477	50003	-	418	0	0
FBgn0015331	FBtr0078967	3R	51215	53205	+	619	0	0
FBgn0010225	FBtr0078972	3R	53317	59420	+	883	0	0
FBgn0037224	FBtr0078975	3R	66181	67479	+	354	0	0
FBgn0037225	FBtr0078982	3R	67888	70029	-	278	0	0
FBgn0250821	FBtr0078981	3R	71108	72185	-	293	0	0
FBgn0037227	FBtr0078976	3R	74024	74850	+	251	0	0
FBgn0041621	FBtr0078977	3R	75970	77415	+	385	0	0
FBgn0037228	FBtr0078978	3R	78563	79997	+	377	0	0
FBgn0040037	FBtr0299529	3R	83867	85429	-	317	1	0
FBgn0041605	FBtr0300790	3R	90306	112771	+	147	1	0
FBgn0037230	FBtr0078959	3R	102646	105008	-	592	0	0
FBgn0027930	FBtr0300936	3R	116935	118836	+	399	0	0
FBgn0037231	FBtr0078958	3R	118647	119956	-	223	0	0
FBgn0037232	FBtr0273009	3R	120672	123507	+	763	0	0
FBgn0261086	FBtr0078957	3R	124629	127929	-	586	0	0
FBgn0027866	FBtr0078955	3R	135536	141481	-	1260	0	0
FBgn0040687	FBtr0078908	3R	142681	143080	+	97	0	0
FBgn0037236	FBtr0078952	3R	142985	146862	-	581	0	0
FBgn0037235	FBtr0078909	3R	145319	147210	+	230	0	0
FBgn0261434	FBtr0078951	3R	152449	154101	-	297	0	0
FBgn0037239	FBtr0078914	3R	175286	177851	+	321	0	0
FBgn0037240	FBtr0078917	3R	177950	183616	+	1390	0	0
FBgn0003882	FBtr0273017	3R	183846	186383	+	462	0	0
FBgn0037241	FBtr0078919	3R	186877	188625	+	409	0	0
FBgn0086608	FBtr0110805	3R	190397	190693	-	80	0	0
FBgn0037242	FBtr0078950	3R	192861	194573	-	382	0	0
FBgn0086605	FBtr0113192	3R	195310	198767	-	339	0	0
FBgn0037244	FBtr0290222	3R	197228	198757	+	335	0	0
FBgn0037245	FBtr0078921	3R	199985	204177	+	545	0	0
FBgn0051528	FBtr0078923	3R	209214	210455	+	344	0	0
FBgn0037248	FBtr0078946	3R	215225	222559	-	1067	0	0
FBgn0051525	FBtr0078924	3R	219822	220913	+	316	0	0
FBgn0037249	FBtr0078944	3R	223002	227064	-	1140	0	0
FBgn0037250	FBtr0078925	3R	227126	229230	+	488	0	0
FBgn0037251	FBtr0078943	3R	229299	230406	-	234	0	0
FBgn0037252	FBtr0078926	3R	230456	234431	+	970	0	0
FBgn0051523	FBtr0078937	3R	259225	272757	-	354	2	0
FBgn0037254	FBtr0299947	3R	274442	277806	+	1079	0	0
FBgn0037255	FBtr0078928	3R	279220	281636	+	701	0	0
FBgn0085454	FBtr0112726	3R	293868	295530	-	532	0	0
FBgn0052945	FBtr0078896	3R	347661	348355	-	166	0	0
FBgn0037261	FBtr0078894	3R	412056	415719	-	421	0	0
FBgn0037262	FBtr0078856	3R	416065	417381	+	204	0	0
FBgn0037263	FBtr0301296	3R	416065	418723	+	297	0	0
FBgn0022981	FBtr0305313	3R	419935	422414	+	568	1	0
FBgn0087013	FBtr0078860	3R	422841	428339	+	1105	0	0
FBgn0037265	FBtr0078861	3R	428557	431483	+	553	0	0
FBgn0053927	FBtr0091931	3R	461640	462298	-	182	0	0
FBgn0051534	FBtr0273376	3R	477918	484417	+	932	0	0
FBgn0037270	FBtr0078892	3R	485242	486297	-	280	0	0
FBgn0027570	FBtr0305133	3R	487382	499433	-	774	0	0
FBgn0026620	FBtr0302616	3R	501279	516094	-	1322	0	0
FBgn0051530	FBtr0078882	3R	517090	533600	-	612	0	0
FBgn0037273	FBtr0078883	3R	528701	529029	-	111	0	0
FBgn0010750	FBtr0078868	3R	536216	538107	+	538	0	0
FBgn0037275	FBtr0078881	3R	538112	540951	-	525	0	0
FBgn0037276	FBtr0078880	3R	541695	545304	-	967	0	0
FBgn0260794	FBtr0303911	3R	547268	572616	-	3140	0	0
FBgn0026417	FBtr0078876	3R	569067	572611	-	278	0	0
FBgn0037279	FBtr0078870	3R	573912	576454	+	369	0	0
FBgn0037280	FBtr0078872	3R	576668	578132	+	381	0	0
FBgn0037282	FBtr0078875	3R	578645	581754	-	444	0	0
FBgn0037283	FBtr0078874	3R	590494	591094	-	133	0	0
FBgn0003002	FBtr0078836	3R	612521	629950	+	609	0	0
FBgn0020280	FBtr0078852	3R	635992	638489	-	753	0	0
FBgn0004913	FBtr0100159	3R	659156	662587	+	1008	0	1
FBgn0051536	FBtr0110958	3R	663173	696503	+	1167	0	0
FBgn0085335	FBtr0112502	3R	679600	691402	+	3671	0	1
FBgn0004436	FBtr0078849	3R	702124	705803	-	151	0	0
FBgn0037288	FBtr0078848	3R	706884	708707	-	246	0	0
FBgn0250839	FBtr0078847	3R	710459	714767	-	249	0	0
FBgn0037290	FBtr0078841	3R	718854	721786	+	246	0	0
FBgn0037291	FBtr0078846	3R	735766	737918	-	550	0	0
FBgn0037292	FBtr0301312	3R	740158	756951	-	193	0	0
FBgn0010313	FBtr0078844	3R	816837	819486	-	550	8	3
FBgn0037293	FBtr0078842	3R	860864	862707	+	515	0	0
FBgn0040684	FBtr0078843	3R	870261	870767	-	96	0	0
FBgn0037295	FBtr0110950	3R	883520	901808	+	443	0	0
FBgn0037294	FBtr0078773	3R	892181	893485	+	333	0	0
FBgn0037297	FBtr0078775	3R	951589	953487	+	442	0	0
FBgn0037298	FBtr0078829	3R	953596	955456	-	430	0	0
FBgn0037299	FBtr0305002	3R	958493	959844	+	214	0	0
FBgn0040208	FBtr0078827	3R	959610	964615	-	572	0	0
FBgn0037301	FBtr0078778	3R	964967	968726	+	959	0	0
FBgn0087005	FBtr0078825	3R	968526	969779	-	198	0	0
FBgn0260462	FBtr0078823	3R	970107	984113	-	614	0	0
FBgn0053293	FBtr0078824	3R	972449	973148	-	86	0	0
FBgn0037304	FBtr0078779	3R	985125	987152	+	562	0	0
FBgn0037305	FBtr0300669	3R	987192	988446	-	256	0	0
FBgn0086689	FBtr0078780	3R	988803	998607	+	478	0	0
FBgn0051538	FBtr0078819	3R	1005752	1007887	-	563	0	0
FBgn0037310	FBtr0078784	3R	1030439	1031533	+	179	0	0
FBgn0037312	FBtr0078807	3R	1080640	1081668	-	216	0	0
FBgn0037313	FBtr0100434	3R	1082042	1083663	+	263	0	0
FBgn0250746	FBtr0078805	3R	1083943	1085190	-	268	0	0
FBgn0037315	FBtr0078803	3R	1085799	1093496	-	687	0	0
FBgn0003275	FBtr0078787	3R	1096392	1097021	+	131	0	0
FBgn0086695	FBtr0078802	3R	1097208	1099246	-	568	0	0
FBgn0037317	FBtr0100433	3R	1100155	1101535	+	337	0	0
FBgn0041707	FBtr0301640	3R	1101833	1103076	+	276	0	0
FBgn0001311	FBtr0078800	3R	1103186	1117918	-	1615	0	0
FBgn0037320	FBtr0078801	3R	1111768	1112821	-	270	0	0
FBgn0037321	FBtr0078792	3R	1119038	1122294	+	249	0	0
FBgn0037322	FBtr0078797	3R	1122738	1124289	-	453	0	0
FBgn0037323	FBtr0078796	3R	1125591	1129073	-	315	0	0
FBgn0037324	FBtr0078794	3R	1132040	1137152	-	486	0	0
FBgn0037325	FBtr0078793	3R	1150478	1152343	-	477	0	0
FBgn0037327	FBtr0078770	3R	1178452	1184661	-	1162	0	0
FBgn0037328	FBtr0078769	3R	1185486	1187004	-	157	0	0
FBgn0037329	FBtr0078681	3R	1187698	1189472	+	431	0	0
FBgn0037330	FBtr0078768	3R	1189368	1190566	-	321	0	0
FBgn0011715	FBtr0078682	3R	1190791	1192615	+	370	0	0
FBgn0025825	FBtr0078767	3R	1192669	1194472	-	438	0	0
FBgn0037332	FBtr0078683	3R	1194771	1205289	+	1041	0	0
FBgn0015402	FBtr0078766	3R	1200084	1203813	-	966	0	0
FBgn0051550	FBtr0078684	3R	1205371	1209408	+	832	4	1
FBgn0051547	FBtr0078764	3R	1209423	1222877	-	1068	0	0
FBgn0010399	FBtr0078763	3R	1229044	1243761	-	997	0	0
FBgn0010051	FBtr0078687	3R	1237608	1259364	+	2837	0	0
FBgn0037336	FBtr0078761	3R	1260019	1268471	-	1304	0	0
FBgn0014342	FBtr0089313	3R	1269040	1272125	-	589	0	0
FBgn0086768	FBtr0078758	3R	1273258	1274580	-	226	0	0
FBgn0037338	FBtr0078688	3R	1275918	1278646	+	763	0	0
FBgn0037339	FBtr0078756	3R	1278523	1284537	-	710	0	0
FBgn0037340	FBtr0078754	3R	1285037	1285731	-	155	0	0
FBgn0037341	FBtr0290215	3R	1285786	1288339	+	363	0	0
FBgn0037342	FBtr0078753	3R	1288434	1289545	-	302	0	0
FBgn0041191	FBtr0078693	3R	1289827	1291430	+	182	0	0
FBgn0023023	FBtr0114453	3R	1292065	1300071	+	594	0	0
FBgn0037344	FBtr0078752	3R	1300188	1309219	-	2296	0	0
FBgn0037345	FBtr0078699	3R	1309856	1310677	+	198	0	0
FBgn0014366	FBtr0078751	3R	1310573	1312424	-	503	0	0
FBgn0015324	FBtr0078701	3R	1312705	1315681	+	226	0	0
FBgn0250753	FBtr0078744	3R	1316545	1322324	-	422	0	0
FBgn0037347	FBtr0273377	3R	1322593	1324358	+	478	0	0
FBgn0261004	FBtr0078743	3R	1324363	1327680	-	994	0	0
FBgn0017550	FBtr0078741	3R	1328641	1334430	-	585	0	0
FBgn0019637	FBtr0078704	3R	1334682	1337278	+	725	0	0
FBgn0044823	FBtr0078739	3R	1337964	1345362	-	85	0	0
FBgn0037350	FBtr0078740	3R	1343370	1345328	-	183	0	0
FBgn0037351	FBtr0078705	3R	1345708	1347212	+	205	0	0
FBgn0051551	FBtr0078706	3R	1348792	1353342	+	1393	1	0
FBgn0051549	FBtr0078707	3R	1353540	1354686	+	257	0	0
FBgn0037354	FBtr0078708	3R	1354999	1356002	+	257	0	0
FBgn0051546	FBtr0078737	3R	1356084	1357064	-	264	0	0
FBgn0051548	FBtr0078736	3R	1357354	1358299	-	256	0	0
FBgn0037356	FBtr0078709	3R	1358725	1360146	+	438	0	0
FBgn0027951	FBtr0078733	3R	1360584	1370288	-	880	0	0
FBgn0262125	FBtr0304794	3R	1370598	1374286	+	780	2	1
FBgn0037358	FBtr0078732	3R	1374489	1376576	-	189	0	0
FBgn0037359	FBtr0078712	3R	1376823	1378015	+	293	0	0
FBgn0037360	FBtr0078730	3R	1377907	1381560	-	671	0	0
FBgn0046222	FBtr0078713	3R	1382247	1387008	+	807	0	0
FBgn0010772	FBtr0078728	3R	1386705	1390790	-	783	0	0
FBgn0037363	FBtr0078716	3R	1391126	1401055	+	1357	0	0
FBgn0037364	FBtr0078727	3R	1401146	1406577	-	268	0	0
FBgn0261261	FBtr0302091	3R	1407295	1433684	+	1572	0	0
FBgn0037365	FBtr0078726	3R	1412804	1414243	-	424	0	0
FBgn0004878	FBtr0078725	3R	1433788	1437979	-	793	0	0
FBgn0037368	FBtr0078720	3R	1453982	1455139	+	300	0	0
FBgn0037369	FBtr0301574	3R	1455159	1456842	-	477	0	0
FBgn0037370	FBtr0078721	3R	1457144	1458767	+	347	0	0
FBgn0037371	FBtr0078723	3R	1458694	1462903	-	1165	0	0
FBgn0027497	FBtr0078722	3R	1463034	1466652	+	637	0	0
FBgn0037372	FBtr0078678	3R	1467413	1468882	-	374	0	0
FBgn0262603	FBtr0078677	3R	1469039	1473088	-	985	0	0
FBgn0027608	FBtr0300906	3R	1473393	1495721	-	368	0	0
FBgn0037374	FBtr0078624	3R	1493957	1495953	+	197	0	0
FBgn0037375	FBtr0300740	3R	1496389	1502201	+	673	0	0
FBgn0037376	FBtr0078670	3R	1502074	1503803	-	405	0	1
FBgn0028690	FBtr0078629	3R	1504186	1506264	+	502	0	0
FBgn0037377	FBtr0078630	3R	1506593	1508091	+	449	0	0
FBgn0037378	FBtr0078668	3R	1508015	1509157	-	235	0	0
FBgn0037379	FBtr0078631	3R	1509406	1513247	+	959	0	0
FBgn0037380	FBtr0113195	3R	1516948	1523448	+	332	0	0
FBgn0051555	FBtr0305035	3R	1525254	1527980	+	78	1	0
FBgn0261561	FBtr0302727	3R	1528511	1533600	+	412	0	0
FBgn0037382	FBtr0078667	3R	1533570	1536169	-	701	0	0
FBgn0037383	FBtr0078666	3R	1537237	1538195	-	227	0	0
FBgn0037384	FBtr0078638	3R	1538295	1540224	+	319	0	0
FBgn0037385	FBtr0078640	3R	1540537	1542195	+	196	0	0
FBgn0037386	FBtr0113197	3R	1542037	1549267	+	502	0	0
FBgn0037387	FBtr0078642	3R	1551668	1557032	+	491	0	0
FBgn0037388	FBtr0078645	3R	1557789	1558765	+	244	0	0
FBgn0029088	FBtr0078665	3R	1561438	1567965	-	1218	0	0
FBgn0085316	FBtr0112483	3R	1565032	1565959	+	235	0	0
FBgn0028436	FBtr0078647	3R	1568239	1569569	+	409	0	0
FBgn0037391	FBtr0078661	3R	1569714	1574005	-	643	2	0
FBgn0010403	FBtr0078655	3R	1723762	1724447	-	141	0	0
FBgn0003261	FBtr0078652	3R	1747950	1756306	-	719	1	0
FBgn0037395	FBtr0078648	3R	1758149	1759450	-	356	0	0
FBgn0037396	FBtr0078623	3R	1765406	1766516	-	336	0	0
FBgn0037397	FBtr0078583	3R	1767118	1768235	+	274	1	0
FBgn0037398	FBtr0078621	3R	1794430	1797214	-	743	0	0
FBgn0037399	FBtr0078620	3R	1817137	1818611	-	397	0	0
FBgn0026077	FBtr0078619	3R	1829622	1841242	-	258	0	0
FBgn0046878	FBtr0078584	3R	1848536	1849881	+	242	0	0
FBgn0046876	FBtr0078618	3R	1849852	1851112	-	245	0	1
FBgn0046875	FBtr0078617	3R	1851826	1852451	-	146	0	0
FBgn0037402	FBtr0078585	3R	1862613	1863333	+	129	1	0
FBgn0051559	FBtr0078616	3R	1889971	1897371	-	454	0	0
FBgn0037405	FBtr0078587	3R	1899133	1902054	+	730	0	0
FBgn0037406	FBtr0078588	3R	1905333	1906553	+	308	0	0
FBgn0037408	FBtr0078590	3R	1912371	1920460	+	485	5	0
FBgn0037409	FBtr0078591	3R	1923903	1932793	+	533	0	0
FBgn0037410	FBtr0078593	3R	1936409	1939054	+	390	0	0
FBgn0037411	FBtr0078594	3R	1941227	1943384	+	288	0	0
FBgn0037412	FBtr0078615	3R	1943746	1947092	-	393	0	0
FBgn0037413	FBtr0078595	3R	1953241	1954693	+	202	0	0
FBgn0027527	FBtr0078596	3R	1961055	1963224	+	312	0	0
FBgn0037414	FBtr0078597	3R	1974619	1977377	+	288	0	0
FBgn0037415	FBtr0078598	3R	1980936	1982052	+	274	0	0
FBgn0037416	FBtr0078599	3R	1985842	1987739	+	233	0	0
FBgn0037417	FBtr0078600	3R	1989569	1993234	+	741	0	0
FBgn0037418	FBtr0078614	3R	1993632	1994541	-	302	0	0
FBgn0037419	FBtr0078602	3R	2004495	2008381	+	295	0	0
FBgn0037420	FBtr0302305	3R	2009890	2011092	-	149	0	0
FBgn0037421	FBtr0078604	3R	2013622	2016829	+	323	0	0
FBgn0037422	FBtr0078605	3R	2018323	2019144	+	210	0	0
FBgn0040279	FBtr0078606	3R	2026075	2027755	+	268	0	0
FBgn0037424	FBtr0078607	3R	2028841	2030655	+	214	0	0
FBgn0051556	FBtr0078612	3R	2034326	2036352	-	590	1	3
FBgn0051560	FBtr0078609	3R	2037288	2038184	+	279	0	0
FBgn0037427	FBtr0078610	3R	2042328	2054569	+	648	0	0
FBgn0037428	FBtr0078611	3R	2057520	2059087	+	306	0	0
FBgn0037429	FBtr0081707	3R	2061738	2063575	+	266	0	0
FBgn0037430	FBtr0081708	3R	2066557	2067886	+	280	0	0
FBgn0037431	FBtr0081709	3R	2068611	2069547	+	211	0	0
FBgn0037432	FBtr0081710	3R	2069777	2070564	+	187	0	0
FBgn0037433	FBtr0081711	3R	2070753	2071793	+	202	0	0
FBgn0261789	FBtr0081737	3R	2071712	2072625	-	119	0	0
FBgn0037435	FBtr0081712	3R	2072871	2074284	+	441	0	1
FBgn0037436	FBtr0081713	3R	2076257	2077847	+	278	0	0
FBgn0014001	FBtr0114607	3R	2077941	2087109	+	815	0	0
FBgn0261641	FBtr0303013	3R	2088503	2095175	-	1123	0	0
FBgn0037439	FBtr0081717	3R	2095834	2098008	+	625	0	0
FBgn0037440	FBtr0081734	3R	2097917	2100877	-	662	0	0
FBgn0260766	FBtr0301268	3R	2101367	2103829	+	500	1	0
FBgn0260645	FBtr0301001	3R	2104291	2104701	+	90	0	0
FBgn0027514	FBtr0290212	3R	2104913	2106804	-	539	0	0
FBgn0010282	FBtr0081719	3R	2106943	2109091	+	577	0	0
FBgn0037442	FBtr0081721	3R	2109395	2114813	+	536	0	0
FBgn0037443	FBtr0300261	3R	2115774	2132692	-	679	0	0
FBgn0261972	FBtr0303789	3R	2133688	2173209	+	2137	0	0
FBgn0037445	FBtr0081730	3R	2176713	2181575	-	1280	0	0
FBgn0037446	FBtr0081728	3R	2182350	2183987	+	388	0	0
FBgn0037447	FBtr0081729	3R	2193724	2196334	+	723	0	0
FBgn0037448	FBtr0081673	3R	2208291	2220615	+	1091	0	0
FBgn0037449	FBtr0081675	3R	2249458	2250436	+	342	0	0
FBgn0046873	FBtr0081676	3R	2272653	2273601	+	118	0	0
FBgn0037454	FBtr0081705	3R	2282265	2283959	-	379	0	0
FBgn0037455	FBtr0089748	3R	2304214	2305702	+	322	0	0
FBgn0037456	FBtr0081703	3R	2320297	2321438	-	290	0	0
FBgn0051482	FBtr0081679	3R	2324562	2325373	+	195	0	0
FBgn0250846	FBtr0301286	3R	2331224	2332231	-	222	0	0
FBgn0037460	FBtr0081701	3R	2350348	2351319	-	217	0	0
FBgn0037461	FBtr0081700	3R	2351629	2352718	-	225	0	0
FBgn0037462	FBtr0081681	3R	2353557	2354574	+	220	0	0
FBgn0051286	FBtr0081682	3R	2364544	2366565	+	205	0	0
FBgn0026565	FBtr0081699	3R	2365570	2367625	-	419	0	0
FBgn0010355	FBtr0304903	3R	2368817	2378038	+	2172	0	0
FBgn0026566	FBtr0301623	3R	2378217	2379451	-	186	0	0
FBgn0026567	FBtr0081687	3R	2379877	2381518	+	185	0	0
FBgn0024912	FBtr0081697	3R	2381483	2382176	-	194	0	1
FBgn0002522	FBtr0081696	3R	2383565	2400609	-	629	0	0
FBgn0000552	FBtr0081688	3R	2407006	2407684	+	188	0	0
FBgn0004777	FBtr0081689	3R	2408656	2409957	+	191	0	0
FBgn0004778	FBtr0081695	3R	2411454	2412092	-	151	0	0
FBgn0004779	FBtr0081694	3R	2412722	2413731	-	208	0	0
FBgn0004780	FBtr0081690	3R	2414661	2426150	+	199	0	0
FBgn0004783	FBtr0081691	3R	2414711	2426221	+	205	0	0
FBgn0004782	FBtr0081692	3R	2414808	2415608	+	221	1	0
FBgn0004781	FBtr0081693	3R	2420639	2421698	+	217	0	0
FBgn0051481	FBtr0089276	3R	2429374	2461535	-	782	0	0
FBgn0004054	FBtr0081671	3R	2462597	2463602	-	252	0	0
FBgn0085326	FBtr0112493	3R	2466608	2467480	-	233	0	0
FBgn0004053	FBtr0081670	3R	2472520	2473843	-	353	0	0
FBgn0000166	FBtr0081668	3R	2475583	2479072	-	494	0	0
FBgn0000071	FBtr0081618	3R	2482116	2484760	+	341	0	1
FBgn0000439	FBtr0081621	3R	2511883	2522591	+	586	0	0
FBgn0261503	FBtr0302395	3R	2530612	2532761	-	89	0	0
FBgn0003339	FBtr0081657	3R	2542953	2569878	-	417	0	0
FBgn0001077	FBtr0081625	3R	2584058	2585985	+	410	0	0
FBgn0024289	FBtr0081627	3R	2803369	2805536	+	360	0	0
FBgn0026563	FBtr0081628	3R	2805579	2809585	+	1047	0	0
FBgn0019828	FBtr0089742	3R	2810341	2811616	+	248	0	0
FBgn0037463	FBtr0081631	3R	2811833	2812937	+	286	0	0
FBgn0037464	FBtr0081633	3R	2813268	2815438	+	578	0	0
FBgn0037465	FBtr0081645	3R	2815254	2818196	-	422	0	0
FBgn0037466	FBtr0081634	3R	2818486	2822698	+	905	0	0
FBgn0037467	FBtr0081643	3R	2822697	2825535	-	782	0	0
FBgn0037468	FBtr0081635	3R	2825887	2828872	+	118	0	0
FBgn0010774	FBtr0081642	3R	2828975	2831519	-	266	0	0
FBgn0037469	FBtr0081638	3R	2832145	2833203	+	236	0	0
FBgn0037470	FBtr0081640	3R	2833174	2835988	-	560	0	0
FBgn0003884	FBtr0081639	3R	2836434	2838757	+	450	0	0
FBgn0040670	FBtr0081562	3R	2843665	2844328	+	95	1	0
FBgn0261238	FBtr0113199	3R	2844196	2873606	-	1433	0	0
FBgn0014863	FBtr0081616	3R	2863066	2867257	-	495	0	0
FBgn0037472	FBtr0081563	3R	2873980	2875921	+	353	0	0
FBgn0037473	FBtr0081611	3R	2875688	2877459	-	316	0	0
FBgn0051248	FBtr0081564	3R	2878940	2880511	+	251	0	0
FBgn0051493	FBtr0081566	3R	2881138	2882250	+	246	0	0
FBgn0037477	FBtr0303197	3R	2892543	2893042	-	147	0	0
FBgn0037478	FBtr0081568	3R	2893559	2900134	+	283	0	0
FBgn0250732	FBtr0091512	3R	2894698	2899760	-	1045	0	1
FBgn0011020	FBtr0081569	3R	2900208	2903022	+	901	0	0
FBgn0037481	FBtr0081606	3R	2903179	2903985	-	232	0	0
FBgn0002306	FBtr0081570	3R	2911623	2932432	+	1693	0	0
FBgn0037482	FBtr0081605	3R	2932811	2935348	-	608	0	0
FBgn0086372	FBtr0302184	3R	2935705	2949609	+	788	0	0
FBgn0037483	FBtr0081573	3R	2949669	2952031	+	597	0	0
FBgn0250845	FBtr0081604	3R	2956330	2957340	-	187	0	0
FBgn0037485	FBtr0081603	3R	2963340	2966205	-	438	0	0
FBgn0037486	FBtr0081600	3R	2966566	2968745	-	452	0	0
FBgn0037487	FBtr0303219	3R	2974109	2990147	+	1137	0	0
FBgn0037488	FBtr0303218	3R	2990753	2992989	+	401	0	0
FBgn0037489	FBtr0081599	3R	2993148	2995972	-	822	0	0
FBgn0037491	FBtr0081598	3R	2997123	2998699	-	320	0	0
FBgn0037492	FBtr0081577	3R	2998771	3000720	+	251	0	0
FBgn0011282	FBtr0300016	3R	2999780	3000929	-	221	0	0
FBgn0001112	FBtr0081596	3R	3001020	3014670	-	612	0	0
FBgn0028400	FBtr0081578	3R	3015057	3019917	+	474	0	0
FBgn0037493	FBtr0081579	3R	3020927	3021928	+	270	2	0
FBgn0259172	FBtr0300518	3R	3023683	3059450	-	946	2	0
FBgn0045843	FBtr0081580	3R	3034842	3037622	+	384	0	0
FBgn0260713	FBtr0301214	3R	3054454	3054817	+	120	0	0
FBgn0051496	FBtr0081582	3R	3095603	3096947	+	269	0	0
FBgn0051501	FBtr0081583	3R	3097410	3098418	+	301	0	0
FBgn0037500	FBtr0081590	3R	3106259	3107004	-	200	0	0
FBgn0004175	FBtr0081588	3R	3108175	3108648	-	72	0	0
FBgn0004174	FBtr0081587	3R	3109138	3109542	-	55	0	0
FBgn0004173	FBtr0081586	3R	3110191	3110667	-	74	0	0
FBgn0261502	FBtr0302394	3R	3136525	3137304	+	188	0	0
FBgn0037501	FBtr0081531	3R	3151767	3154323	+	693	0	0
FBgn0051544	FBtr0081532	3R	3164035	3165521	+	263	2	0
FBgn0054023	FBtr0100078	3R	3165357	3165768	+	120	0	0
FBgn0037502	FBtr0301649	3R	3165834	3168128	+	580	0	0
FBgn0037503	FBtr0081534	3R	3184794	3187039	+	229	0	0
FBgn0037504	FBtr0081559	3R	3216568	3217881	-	281	0	0
FBgn0261508	FBtr0302437	3R	3237103	3237411	-	52	0	0
FBgn0015577	FBtr0302355	3R	3238322	3249259	-	587	1	2
FBgn0037506	FBtr0081554	3R	3245107	3246539	-	365	0	0
FBgn0015576	FBtr0081553	3R	3253657	3259988	-	574	0	0
FBgn0017456	FBtr0081552	3R	3262792	3263427	-	153	0	0
FBgn0015575	FBtr0081550	3R	3263520	3267658	-	572	0	0
FBgn0015574	FBtr0081549	3R	3268491	3272787	-	568	0	0
